log_ts	candle_ts	symbol	slot	open	high	low	close	ema8	ema20_low	ema20_high	rsi	cond_all	buy_allowed	signal
15:54:27	14:07:00	NIFTY25D2325300CE	14582786	687.30	687.30	687.30	687.30	685.25	680.38	682.11	84.02	False	False	
15:54:27	14:07:00	NIFTY25D2326300PE	14598658	318.50	318.50	318.50	318.50	320.82	324.94	327.73	22.29	False	False	
15:54:27	14:07:00	NIFTY25D2326050PE	14594562	111.30	111.30	111.30	111.30	112.81	115.70	117.73	16.71	False	False	
15:54:27	14:07:00	NIFTY25D2325300PE	14583042	3.50	3.50	3.50	3.50	3.53	3.51	3.62	46.54	False	False	
15:54:27	14:07:00	NIFTY25D2325850CE	14590466	165.55	165.55	165.55	165.55	163.76	158.74	161.05	81.19	False	False	
15:54:27	14:07:00	NIFTY25D2326600CE	14601730	1.50	1.50	1.50	1.50	1.53	1.53	1.60	33.88	False	False	
15:54:27	14:07:00	NIFTY25D2326300CE	14598402	4.65	4.65	4.65	4.65	4.75	4.92	5.07	22.99	False	False	
15:54:27	14:07:00	NIFTY25D2325350CE	14583298	637.45	637.45	637.45	637.45	635.67	630.39	632.23	69.17	False	False	
15:54:27	14:07:00	NIFTY25D2325350PE	14583554	3.65	3.65	3.65	3.65	3.72	3.68	3.81	51.27	False	False	
15:54:27	14:07:00	NIFTY25D2325200CE	14581506	785.15	785.15	785.15	785.15	783.47	777.55	779.02	75.95	False	False	
15:54:27	14:07:00	NIFTY25D2326250CE	14597634	7.25	7.25	7.25	7.25	7.33	7.45	7.69	31.79	False	False	
15:54:27	14:07:00	NIFTY25D2326450PE	14600450	468.90	468.90	468.90	468.90	470.52	474.02	475.66	23.98	False	False	
15:54:27	14:07:00	NIFTY25D2325700PE	14588674	11.25	11.25	11.25	11.25	11.41	11.28	11.59	32.78	False	False	
15:54:27	14:07:00	NIFTY25D2325750CE	14588930	249.90	249.90	249.90	249.90	247.97	242.26	244.94	82.06	False	False	
15:54:27	14:07:00	NIFTY25D2325700CE	14588418	297.45	297.45	297.45	297.45	294.82	287.92	290.69	85.63	False	False	
15:54:27	14:07:00	NIFTY25D2325250CE	14582274	735.70	735.70	735.70	735.70	733.97	729.52	730.49	77.97	False	False	
15:54:27	14:07:00	NIFTY25D2326550CE	14601218	1.65	1.65	1.65	1.65	1.67	1.67	1.74	30.81	False	False	
15:54:27	14:07:00	NIFTY25D2326700CE	14602754	1.10	1.10	1.10	1.10	1.12	1.13	1.18	41.75	False	False	
15:54:27	14:07:00	NIFTY25D2325650PE	14588162	8.40	8.40	8.40	8.40	8.43	8.18	8.40	44.61	False	False	
15:54:27	14:07:00	NIFTY25D2325800PE	14589698	21.65	21.65	21.65	21.65	21.99	22.22	22.84	24.41	False	False	
15:54:27	14:07:00	NIFTY25D2325950PE	14593026	60.30	60.30	60.30	60.30	61.30	62.97	64.45	18.13	False	False	
15:54:27	14:07:00	NIFTY25D2326400PE	14599938	418.55	418.55	418.55	418.55	420.42	423.42	425.83	22.01	False	False	
15:54:27	14:07:00	NIFTY25D2326350CE	14598914	3.30	3.30	3.30	3.30	3.40	3.53	3.65	17.39	False	False	
15:54:27	14:07:00	NIFTY25D2326200CE	14597122	12.00	12.00	12.00	12.00	12.03	12.03	12.37	43.96	False	False	
15:54:27	14:07:00	NIFTY25D2326050CE	14594306	46.50	46.50	46.50	46.50	45.95	44.44	45.54	72.99	False	False	
15:54:27	14:07:00	NIFTY25D2325550CE	14585346	438.30	438.30	438.30	438.30	436.98	431.39	434.07	71.02	False	False	
15:54:27	14:07:00	NIFTY25D2325500CE	14584834	489.30	489.30	489.30	489.30	487.24	481.37	484.00	76.37	False	False	
15:54:27	14:07:00	NIFTY25D2325950CE	14592770	95.00	95.00	95.00	95.00	93.99	90.85	92.54	76.54	False	False	
15:54:27	14:07:00	NIFTY25D2325150PE	14581250	3.10	3.10	3.10	3.10	3.11	3.03	3.14	48.83	False	False	
15:54:27	14:07:00	NIFTY25D2326650CE	14602242	1.20	1.20	1.20	1.20	1.22	1.25	1.31	37.94	False	False	
15:54:27	14:07:00	NIFTY25D2326650PE	14602498	666.70	666.70	666.70	666.70	669.09	672.74	673.81	14.92	False	False	
15:54:27	14:07:00	NIFTY25D2326450CE	14600194	2.00	2.00	2.00	2.00	2.09	2.21	2.29	24.14	False	False	
15:54:27	14:07:00	NIFTY25D2325450CE	14584322	536.90	536.90	536.90	536.90	535.49	531.02	532.54	70.78	False	False	
15:54:27	14:07:00	NIFTY25D2325600CE	14585858	390.60	390.60	390.60	390.60	388.96	383.00	385.76	73.75	False	False	
15:54:27	14:07:00	NIFTY25D2326100CE	14594818	30.25	30.25	30.25	30.25	29.96	29.18	29.99	68.24	False	False	
15:54:27	14:07:00	NIFTY25D2325250PE	14582530	3.35	3.35	3.35	3.35	3.35	3.29	3.39	54.42	False	False	
15:54:27	14:07:00	NIFTY25D2325200PE	14581762	3.15	3.15	3.15	3.15	3.19	3.17	3.28	41.75	False	False	
15:54:27	14:07:00	NIFTY25D2325150CE	14580994	834.85	834.85	834.85	834.85	832.58	828.73	829.58	82.90	False	False	
15:54:27	14:07:00	NIFTY25D2326750PE	14603522	773.45	773.45	773.45	773.45	773.31	772.45	772.57	99.87	False	False	
15:54:27	14:07:00	NIFTY25D2325900CE	14591490	128.00	128.00	128.00	128.00	126.65	122.45	124.49	80.08	False	False	
15:54:27	14:07:00	NIFTY25D2325800CE	14589442	206.85	206.85	206.85	206.85	204.94	199.26	201.82	82.68	False	False	
15:54:27	14:07:00	NIFTY25D2326700PE	14603010	716.10	716.10	716.10	716.10	717.85	721.55	722.73	13.97	False	False	
15:54:27	14:07:00	NIFTY25D2326550PE	14601474	566.95	566.95	566.95	566.95	568.99	573.02	574.27	16.69	False	False	
15:54:27	14:07:00	NIFTY25D2326500CE	14600706	1.75	1.75	1.75	1.75	1.82	1.88	1.97	25.63	False	False	
15:54:27	14:07:00	NIFTY25D2326100PE	14595074	144.00	144.00	144.00	144.00	146.16	149.88	152.33	13.83	False	False	
15:54:27	14:07:00	NIFTY25D2326000CE	14593282	68.35	68.35	68.35	68.35	67.39	65.09	66.45	80.16	False	False	
15:54:27	14:07:00	NIFTY25D2325400CE	14583810	587.10	587.10	587.10	587.10	585.44	580.40	582.59	73.41	False	False	
15:54:27	14:07:00	NIFTY25D2326600PE	14601986	616.50	616.50	616.50	616.50	618.62	622.54	623.76	17.95	False	False	
15:54:27	14:07:00	NIFTY25D2326400CE	14599682	2.30	2.30	2.30	2.30	2.50	2.74	2.84	14.13	False	False	
16:29:34	15:55:00	NIFTY25D2325400CE	14583810	587.10	587.10	587.10	587.10	585.81	580.76	582.90	72.68	False	False	
16:29:34	15:55:00	NIFTY25D2325250CE	14582274	735.70	735.70	735.70	735.70	734.36	729.83	730.84	73.43	False	False	
16:29:34	15:55:00	NIFTY25D2325200CE	14581506	785.15	785.15	785.15	785.15	783.84	778.04	779.50	71.37	False	False	
16:29:34	15:55:00	NIFTY25D2326500PE	14600962	517.95	517.95	517.95	517.95	519.27	522.13	524.49	22.58	False	False	
16:29:34	15:55:00	NIFTY25D2326150CE	14595330	19.25	19.25	19.25	19.25	19.16	18.82	19.31	62.69	False	False	
16:29:34	15:55:00	NIFTY25D2326150PE	14596866	183.25	183.25	183.25	183.25	184.96	188.95	191.45	13.43	False	False	
16:29:34	15:55:00	NIFTY25D2325550CE	14585346	438.30	438.30	438.30	438.30	437.28	431.78	434.38	67.14	False	False	
16:29:34	15:55:00	NIFTY25D2325650CE	14587906	343.20	343.20	343.20	343.20	341.59	335.23	337.88	81.04	False	False	
16:29:34	15:55:00	NIFTY25D2326550CE	14601218	1.65	1.65	1.65	1.65	1.67	1.66	1.74	30.81	False	False	
16:29:34	15:55:00	NIFTY25D2326250CE	14597634	7.25	7.25	7.25	7.25	7.31	7.43	7.66	30.29	False	False	
16:29:34	15:55:00	NIFTY25D2326300CE	14598402	4.65	4.65	4.65	4.65	4.73	4.90	5.05	22.00	False	False	
16:29:34	15:55:00	NIFTY25D2326550PE	14601474	566.95	566.95	566.95	566.95	568.53	572.64	573.87	18.67	False	False	
16:29:34	15:55:00	NIFTY25D2325950PE	14593026	60.30	60.30	60.30	60.30	61.08	62.80	64.24	18.58	False	False	
16:29:34	15:55:00	NIFTY25D2326000PE	14594050	82.75	82.75	82.75	82.75	83.74	86.20	87.90	18.26	False	False	
16:29:34	15:55:00	NIFTY25D2326200CE	14597122	12.00	12.00	12.00	12.00	12.02	12.03	12.34	42.33	False	False	
16:29:34	15:55:00	NIFTY25D2325600CE	14585858	390.60	390.60	390.60	390.60	389.33	383.39	386.07	70.83	False	False	
16:29:34	15:55:00	NIFTY25D2325650PE	14588162	8.40	8.40	8.40	8.40	8.43	8.21	8.42	43.17	False	False	
16:29:34	15:55:00	NIFTY25D2326750CE	14603266	1.05	1.05	1.05	1.05	1.05	1.06	1.11	42.61	False	False	
16:29:34	15:55:00	NIFTY25D2325800PE	14589698	21.65	21.65	21.65	21.65	21.92	22.20	22.79	22.66	False	False	
16:29:34	15:55:00	NIFTY25D2325550PE	14585602	5.80	5.80	5.80	5.80	5.75	5.46	5.63	85.61	False	False	
16:29:34	15:55:00	NIFTY25D2325900PE	14592514	43.20	43.20	43.20	43.20	43.67	44.68	45.78	25.33	False	False	
16:29:34	15:55:00	NIFTY25D2325300PE	14583042	3.50	3.50	3.50	3.50	3.53	3.51	3.62	39.97	False	False	
16:29:34	15:55:00	NIFTY25D2326700PE	14603010	716.10	716.10	716.10	716.10	717.46	721.22	722.38	15.64	False	False	
16:29:34	15:55:00	NIFTY25D2326600CE	14601730	1.50	1.50	1.50	1.50	1.52	1.53	1.60	32.14	False	False	
16:29:34	15:55:00	NIFTY25D2326600PE	14601986	616.50	616.50	616.50	616.50	618.15	622.19	623.44	19.76	False	False	
16:29:34	15:55:00	NIFTY25D2326500CE	14600706	1.75	1.75	1.75	1.75	1.80	1.87	1.96	22.23	False	False	
16:29:34	15:55:00	NIFTY25D2326350CE	14598914	3.30	3.30	3.30	3.30	3.38	3.52	3.63	13.98	False	False	
16:29:34	15:55:00	NIFTY25D2326100CE	14594818	30.25	30.25	30.25	30.25	30.02	29.21	29.99	67.66	False	False	
16:29:34	15:55:00	NIFTY25D2325700PE	14588674	11.25	11.25	11.25	11.25	11.37	11.30	11.60	29.51	False	False	
16:29:34	15:55:00	NIFTY25D2325400PE	14584066	4.10	4.10	4.10	4.10	4.12	4.04	4.18	45.03	False	False	
16:29:34	15:55:00	NIFTY25D2325150CE	14580994	834.85	834.85	834.85	834.85	833.08	828.98	829.82	91.50	False	False	
16:29:34	15:55:00	NIFTY25D2326400PE	14599938	418.55	418.55	418.55	418.55	420.00	423.09	425.47	23.10	False	False	
16:29:34	15:55:00	NIFTY25D2325500CE	14584834	489.30	489.30	489.30	489.30	487.70	481.77	484.33	76.51	False	False	
16:29:34	15:55:00	NIFTY25D2326050CE	14594306	46.50	46.50	46.50	46.50	46.07	44.53	45.58	72.04	False	False	
16:29:34	15:55:00	NIFTY25D2326650PE	14602498	666.70	666.70	666.70	666.70	668.56	672.38	673.51	17.13	False	False	
16:29:34	15:55:00	NIFTY25D2325900CE	14591490	128.00	128.00	128.00	128.00	126.95	122.73	124.69	78.94	False	False	
16:29:34	15:55:00	NIFTY25D2325750PE	14589186	15.50	15.50	15.50	15.50	15.61	15.54	15.97	32.10	False	False	
16:29:34	15:55:00	NIFTY25D2325700CE	14588418	297.45	297.45	297.45	297.45	295.41	288.39	291.09	86.41	False	False	
16:29:34	15:55:00	NIFTY25D2325300CE	14582786	687.30	687.30	687.30	687.30	685.71	680.71	682.41	84.47	False	False	
16:29:34	15:55:00	NIFTY25D2325450PE	14584578	4.40	4.40	4.40	4.40	4.47	4.39	4.54	40.28	False	False	
16:29:34	15:55:00	NIFTY25D2325200PE	14581762	3.15	3.15	3.15	3.15	3.18	3.17	3.28	35.31	False	False	
16:29:34	15:55:00	NIFTY25D2326450PE	14600450	468.90	468.90	468.90	468.90	470.16	473.69	475.30	26.43	False	False	
16:29:34	15:55:00	NIFTY25D2325600PE	14586114	6.80	6.80	6.80	6.80	6.78	6.50	6.68	61.14	False	False	
16:29:34	15:55:00	NIFTY25D2325750CE	14588930	249.90	249.90	249.90	249.90	248.40	242.66	245.25	82.21	False	False	
16:29:34	15:55:00	NIFTY25D2326650CE	14602242	1.20	1.20	1.20	1.20	1.22	1.25	1.31	36.08	False	False	
16:29:34	15:55:00	NIFTY25D2326200PE	14597378	225.05	225.05	225.05	225.05	227.15	231.75	234.34	15.57	False	False	
16:29:34	15:55:00	NIFTY25D2325500PE	14585090	5.10	5.10	5.10	5.10	5.09	4.91	5.06	55.31	False	False	
16:29:34	15:55:00	NIFTY25D2325250PE	14582530	3.35	3.35	3.35	3.35	3.35	3.29	3.39	49.29	False	False	
16:29:34	15:55:00	NIFTY25D2326250PE	14598146	274.00	274.00	274.00	274.00	275.10	277.59	280.18	30.55	False	False	
16:29:34	15:55:00	NIFTY25D2326000CE	14593282	68.35	68.35	68.35	68.35	67.61	65.23	66.54	80.77	False	False	
16:29:34	15:55:00	NIFTY25D2325350PE	14583554	3.65	3.65	3.65	3.65	3.70	3.68	3.80	43.00	False	False	
16:29:34	15:55:00	NIFTY25D2326050PE	14594562	111.30	111.30	111.30	111.30	112.47	115.41	117.39	17.42	False	False	
16:29:34	15:55:00	NIFTY25D2326400CE	14599682	2.30	2.30	2.30	2.30	2.45	2.72	2.82	10.02	False	False	
16:29:34	15:55:00	NIFTY25D2325800CE	14589442	206.85	206.85	206.85	206.85	205.37	199.64	202.11	81.97	False	False	
16:29:34	15:55:00	NIFTY25D2325950CE	14592770	95.00	95.00	95.00	95.00	94.21	91.05	92.68	74.89	False	False	
16:29:34	15:55:00	NIFTY25D2325850CE	14590466	165.55	165.55	165.55	165.55	164.15	159.08	161.32	81.41	False	False	
16:29:34	15:55:00	NIFTY25D2325450CE	14584322	536.90	536.90	536.90	536.90	535.80	531.31	532.84	66.95	False	False	
16:29:34	15:55:00	NIFTY25D2326300PE	14598658	318.50	318.50	318.50	318.50	320.31	324.53	327.28	23.97	False	False	
16:29:34	15:55:00	NIFTY25D2326100PE	14595074	144.00	144.00	144.00	144.00	145.68	149.52	151.90	13.23	False	False	
16:29:34	15:55:00	NIFTY25D2325350CE	14583298	637.45	637.45	637.45	637.45	636.07	630.75	632.63	67.64	False	False	
16:29:34	15:55:00	NIFTY25D2326350PE	14599426	368.20	368.20	368.20	368.20	369.84	373.98	375.90	15.72	False	False	
16:29:34	15:55:00	NIFTY25D2326750PE	14603522	773.45	773.45	773.45	773.45	773.34	772.54	772.66	99.87	False	False	
16:29:34	15:55:00	NIFTY25D2325150PE	14581250	3.10	3.10	3.10	3.10	3.11	3.04	3.14	43.72	False	False	
16:29:34	15:55:00	NIFTY25D2326450CE	14600194	2.00	2.00	2.00	2.00	2.07	2.20	2.28	21.99	False	False	
16:29:34	15:55:00	NIFTY25D2326700CE	14602754	1.10	1.10	1.10	1.10	1.11	1.12	1.18	42.79	False	False	
16:29:34	15:55:00	NIFTY25D2325850PE	14590722	30.65	30.65	30.65	30.65	30.93	31.40	32.22	31.10	False	False	
